height_cm,weight_kg,weak_foot,skill_moves,work_rate,body_type,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_balance
176,77,4,2,4,24.857954545454547,74.0,49.0,55.0,63.0,56.0,72.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
166,64,3,4,6,23.225431847873423,62.0,57.0,52.0,74.0,33.0,52.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
192,94,2,1,4,25.499131944444446,0.0,0.0,0.0,0.0,0.0,0.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
188,87,3,1,4,24.615210502489816,0.0,0.0,0.0,0.0,0.0,0.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
185,73,1,1,4,21.32943754565376,0.0,0.0,0.0,0.0,0.0,0.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
173,57,3,2,5,19.045073340238563,65.0,55.0,58.0,61.0,58.0,63.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
175,73,3,3,4,23.836734693877553,72.0,64.0,48.0,58.0,28.0,63.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
175,71,2,3,4,23.183673469387756,67.0,62.0,53.0,63.0,28.0,41.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
172,69,4,2,4,23.323418063818284,76.0,57.0,54.0,70.0,21.0,44.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
178,81,3,2,5,25.5649539199596,54.0,41.0,42.0,45.0,57.0,74.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
176,73,3,3,7,23.56663223140496,65.0,57.0,57.0,60.0,40.0,54.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
182,75,3,3,4,22.6421929718633,69.0,58.0,58.0,60.0,40.0,63.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
178,77,3,3,4,24.302487059714682,92.0,60.0,47.0,68.0,32.0,67.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
176,70,3,2,3,22.59814049586777,72.0,53.0,53.0,65.0,36.0,55.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
168,64,4,3,3,22.67573696145125,81.0,46.0,53.0,62.0,39.0,56.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
178,71,3,3,7,22.408786769347305,80.0,59.0,45.0,65.0,27.0,58.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
168,60,3,3,7,21.258503401360546,76.0,55.0,52.0,65.0,27.0,57.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
170,60,3,4,4,20.761245674740486,92.0,46.0,52.0,66.0,34.0,45.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
191,81,3,3,6,22.20333872426743,83.0,57.0,39.0,60.0,28.0,65.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
184,79,3,2,5,23.334120982986768,80.0,28.0,37.0,46.0,58.0,76.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
178,66,2,2,4,20.830703194041156,60.0,42.0,58.0,57.0,57.0,65.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
173,62,3,2,6,20.715693808680545,77.0,64.0,41.0,64.0,26.0,50.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
183,65,3,4,7,19.409358296754156,83.0,55.0,46.0,64.0,33.0,56.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
190,84,3,2,4,23.26869806094183,65.0,28.0,46.0,41.0,60.0,71.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
182,77,3,1,4,23.24598478444632,0.0,0.0,0.0,0.0,0.0,0.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
181,72,3,2,5,21.97735111870822,67.0,27.0,43.0,40.0,62.0,65.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
187,80,3,2,5,22.877405702193368,56.0,37.0,58.0,54.0,58.0,66.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
176,75,3,3,4,24.212293388429753,78.0,58.0,51.0,61.0,30.0,61.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
174,65,4,3,4,21.469150482230148,63.0,58.0,55.0,64.0,56.0,60.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
179,70,2,2,4,21.847008520333322,63.0,47.0,58.0,62.0,50.0,58.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
186,77,3,2,4,22.25690831309978,59.0,41.0,54.0,58.0,61.0,65.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
178,70,3,2,7,22.093170054286073,74.0,35.0,45.0,54.0,61.0,66.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
183,75,3,2,8,22.395413419331717,85.0,43.0,56.0,54.0,57.0,67.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
178,75,4,2,4,23.671253629592222,80.0,48.0,56.0,65.0,56.0,50.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
173,63,3,2,8,21.04981790236894,82.0,34.0,56.0,58.0,58.0,68.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
182,71,3,2,4,21.434609346697258,70.0,39.0,52.0,59.0,61.0,64.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
175,79,3,2,2,25.79591836734694,56.0,32.0,52.0,54.0,63.0,62.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
176,72,2,2,7,23.243801652892564,85.0,59.0,37.0,63.0,27.0,52.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
187,80,3,2,4,22.877405702193368,68.0,56.0,40.0,58.0,28.0,65.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
177,67,3,2,4,21.38593635289987,75.0,46.0,57.0,64.0,53.0,67.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
185,76,3,2,5,22.205989773557338,67.0,27.0,52.0,40.0,61.0,68.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
188,75,3,2,5,21.22000905387053,54.0,37.0,31.0,34.0,63.0,63.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
186,76,3,2,4,21.967857555786793,66.0,61.0,43.0,58.0,28.0,51.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
165,64,3,3,4,23.507805325987146,74.0,54.0,59.0,63.0,28.0,47.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
176,74,3,2,7,23.889462809917354,77.0,45.0,55.0,60.0,58.0,59.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
175,74,3,1,4,24.163265306122447,0.0,0.0,0.0,0.0,0.0,0.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
174,63,3,2,4,20.808561236623067,56.0,67.0,36.0,54.0,28.0,58.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
183,76,2,2,4,22.694018931589476,70.0,45.0,62.0,62.0,63.0,54.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
181,79,4,2,4,24.114038033027075,65.0,59.0,37.0,57.0,29.0,59.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
184,75,3,3,3,22.152646502835537,68.0,47.0,58.0,70.0,28.0,44.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
188,84,2,2,4,23.766410140334994,54.0,28.0,34.0,40.0,58.0,71.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
176,73,3,3,4,23.56663223140496,81.0,57.0,42.0,63.0,29.0,59.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
201,92,2,2,6,22.771713571446256,59.0,57.0,36.0,55.0,28.0,78.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
178,73,3,2,7,23.04002019946976,76.0,52.0,56.0,60.0,44.0,61.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
173,70,3,2,4,23.38868655818771,66.0,52.0,57.0,59.0,55.0,62.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
173,70,3,2,4,23.38868655818771,53.0,46.0,62.0,58.0,56.0,52.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
176,78,3,2,4,25.180785123966942,61.0,61.0,48.0,58.0,28.0,57.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
185,76,3,2,4,22.205989773557338,64.0,54.0,63.0,62.0,50.0,62.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
178,72,3,2,4,22.724403484408533,75.0,59.0,43.0,60.0,27.0,62.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
170,66,3,2,4,22.837370242214536,69.0,32.0,52.0,58.0,57.0,65.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
171,71,3,2,4,24.280975342840534,68.0,44.0,58.0,61.0,57.0,70.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
176,67,2,2,4,21.62964876033058,70.0,37.0,49.0,55.0,62.0,64.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
188,78,2,2,2,22.068809416025353,58.0,30.0,38.0,34.0,64.0,60.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
175,65,3,3,4,21.224489795918366,66.0,60.0,51.0,61.0,27.0,53.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
190,88,2,1,4,24.37673130193906,0.0,0.0,0.0,0.0,0.0,0.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
175,80,3,2,7,26.122448979591837,73.0,60.0,41.0,60.0,28.0,64.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
170,62,4,4,3,21.453287197231838,75.0,53.0,61.0,62.0,33.0,48.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
182,82,3,3,4,24.755464315903875,67.0,50.0,64.0,58.0,39.0,53.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
170,70,4,3,6,24.221453287197235,71.0,53.0,56.0,63.0,39.0,56.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
193,83,3,3,7,22.28247738194314,83.0,55.0,39.0,57.0,32.0,71.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
190,80,3,1,4,22.1606648199446,0.0,0.0,0.0,0.0,0.0,0.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
175,82,3,2,6,26.775510204081634,69.0,61.0,56.0,60.0,31.0,66.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
188,92,3,2,4,26.029877772747852,80.0,57.0,56.0,60.0,50.0,79.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
184,75,3,2,4,22.152646502835537,67.0,58.0,36.0,59.0,28.0,64.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
188,88,4,3,4,24.898143956541425,66.0,61.0,42.0,53.0,31.0,73.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
186,80,2,1,4,23.12406058503873,0.0,0.0,0.0,0.0,0.0,0.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
183,78,3,2,3,23.291229956104985,59.0,59.0,57.0,58.0,29.0,67.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
181,82,3,2,5,25.029760996306585,67.0,53.0,56.0,62.0,64.0,77.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
173,64,3,2,3,21.383941996057334,73.0,50.0,62.0,56.0,48.0,57.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
192,92,3,2,4,24.95659722222222,29.0,45.0,35.0,34.0,58.0,75.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
184,81,2,2,4,23.92485822306238,71.0,43.0,53.0,56.0,58.0,69.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
193,84,3,2,7,22.550940964858118,76.0,49.0,46.0,50.0,61.0,75.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
184,76,4,3,7,22.448015122873343,70.0,60.0,49.0,53.0,44.0,68.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
190,80,2,2,5,22.1606648199446,57.0,26.0,37.0,34.0,60.0,67.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
191,89,2,1,4,24.39626106740495,0.0,0.0,0.0,0.0,0.0,0.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
182,75,3,3,4,22.6421929718633,69.0,57.0,56.0,58.0,58.0,66.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
175,68,3,3,3,22.20408163265306,76.0,57.0,65.0,62.0,55.0,60.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
194,87,3,2,4,23.11616537357849,33.0,31.0,46.0,48.0,59.0,73.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
175,75,3,3,4,24.489795918367346,73.0,58.0,60.0,63.0,43.0,66.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
180,74,3,2,7,22.839506172839506,74.0,43.0,61.0,66.0,56.0,59.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
188,88,3,2,3,24.898143956541425,68.0,59.0,52.0,58.0,35.0,68.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
183,73,2,3,4,21.798202394816204,64.0,59.0,59.0,60.0,41.0,58.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
185,72,4,2,4,21.0372534696859,58.0,39.0,58.0,59.0,59.0,70.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
186,88,3,2,2,25.4364666435426,82.0,43.0,50.0,45.0,57.0,83.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
182,75,2,2,4,22.6421929718633,77.0,40.0,55.0,59.0,57.0,66.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
182,73,4,2,7,22.03840115928028,76.0,59.0,53.0,62.0,40.0,63.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
178,73,3,2,5,23.04002019946976,78.0,43.0,61.0,60.0,56.0,67.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
188,83,2,2,1,23.48347668628339,67.0,29.0,50.0,49.0,56.0,71.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
185,79,3,2,5,23.08254200146092,64.0,32.0,53.0,42.0,60.0,68.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
177,69,3,3,4,22.024322512687924,73.0,63.0,56.0,64.0,26.0,56.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
180,80,3,2,6,24.691358024691358,76.0,60.0,38.0,57.0,30.0,55.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
189,80,3,2,6,22.395789591556788,49.0,61.0,44.0,53.0,29.0,62.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
186,76,3,2,4,21.967857555786793,59.0,33.0,53.0,55.0,58.0,71.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
182,72,3,2,4,21.736505252988767,69.0,57.0,39.0,59.0,28.0,61.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
175,64,4,3,7,20.897959183673468,63.0,52.0,56.0,63.0,53.0,66.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
178,70,3,2,5,22.093170054286073,63.0,51.0,64.0,59.0,47.0,60.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
179,65,3,2,4,20.286507911738084,57.0,40.0,42.0,46.0,63.0,63.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
177,75,3,2,4,23.93948099205209,48.0,31.0,56.0,55.0,60.0,59.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
184,78,3,2,7,23.03875236294896,73.0,45.0,51.0,58.0,59.0,69.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
186,76,3,2,6,21.967857555786793,53.0,58.0,34.0,59.0,27.0,65.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
179,75,3,2,4,23.40750912892856,70.0,40.0,48.0,48.0,58.0,73.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
165,65,3,3,4,23.875114784205696,71.0,42.0,59.0,62.0,42.0,50.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
178,69,3,3,4,21.777553339224845,78.0,35.0,49.0,54.0,57.0,70.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
181,76,2,1,4,23.198315069747565,0.0,0.0,0.0,0.0,0.0,0.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
180,74,3,3,4,22.839506172839506,75.0,47.0,58.0,62.0,53.0,63.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
194,80,3,2,4,21.25624402168137,61.0,34.0,34.0,37.0,62.0,63.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
181,78,3,2,4,23.808797045267237,66.0,32.0,53.0,42.0,58.0,70.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
182,78,2,2,2,23.54788069073783,66.0,25.0,44.0,57.0,59.0,67.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
168,64,2,2,7,22.67573696145125,76.0,57.0,62.0,67.0,38.0,52.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
171,69,3,2,5,23.59700420642249,56.0,32.0,41.0,58.0,67.0,59.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
195,87,2,2,1,22.87968441814596,52.0,46.0,60.0,45.0,60.0,63.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
173,76,3,2,4,25.393431120318084,64.0,59.0,63.0,64.0,42.0,63.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
191,82,2,2,3,22.47745401715962,45.0,64.0,36.0,54.0,29.0,60.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
175,70,2,2,4,22.857142857142858,62.0,44.0,55.0,55.0,60.0,62.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
175,70,3,2,7,22.857142857142858,66.0,60.0,53.0,64.0,42.0,61.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
178,76,3,3,4,23.98687034465345,76.0,58.0,54.0,59.0,28.0,52.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
182,71,2,2,4,21.434609346697258,55.0,38.0,55.0,56.0,60.0,67.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
180,79,3,2,4,24.382716049382715,67.0,63.0,46.0,54.0,28.0,59.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
175,72,3,2,4,23.510204081632654,57.0,27.0,40.0,54.0,64.0,63.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
177,64,3,3,4,20.428357113217785,71.0,59.0,53.0,67.0,27.0,51.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
181,73,3,2,4,22.282592106468055,62.0,33.0,41.0,60.0,65.0,62.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
187,80,2,3,4,22.877405702193368,69.0,52.0,59.0,64.0,59.0,73.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
176,70,2,1,4,22.59814049586777,0.0,0.0,0.0,0.0,0.0,0.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
177,70,3,2,4,22.34351559258195,60.0,34.0,42.0,42.0,66.0,51.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
177,65,3,2,4,20.747550193111813,74.0,54.0,55.0,61.0,56.0,60.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
185,83,2,3,6,24.251278305332356,85.0,60.0,35.0,57.0,27.0,55.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
180,73,2,2,5,22.530864197530864,69.0,28.0,46.0,57.0,62.0,59.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
176,70,3,2,3,22.59814049586777,71.0,65.0,41.0,54.0,27.0,53.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
184,74,2,4,4,21.85727788279773,66.0,59.0,60.0,64.0,48.0,48.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
178,70,3,3,2,22.093170054286073,61.0,53.0,62.0,63.0,49.0,52.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
173,70,3,3,3,23.38868655818771,66.0,46.0,56.0,64.0,41.0,55.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
175,68,2,3,6,22.20408163265306,75.0,59.0,42.0,65.0,28.0,56.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
173,66,3,2,4,22.052190183434128,73.0,32.0,45.0,56.0,58.0,53.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
182,75,3,4,4,22.6421929718633,72.0,54.0,56.0,64.0,35.0,52.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
183,80,3,2,8,23.888440980620498,74.0,59.0,52.0,63.0,37.0,70.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
185,78,4,2,4,22.79035792549306,68.0,32.0,51.0,56.0,59.0,67.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
191,79,3,2,4,21.655108138483047,63.0,29.0,43.0,42.0,60.0,61.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
170,62,4,3,6,21.453287197231838,75.0,47.0,48.0,66.0,25.0,63.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
187,78,3,2,4,22.305470559638533,70.0,54.0,48.0,58.0,57.0,71.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
184,78,3,3,5,23.03875236294896,67.0,58.0,60.0,62.0,52.0,64.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
173,67,2,2,4,22.386314277122523,78.0,47.0,55.0,61.0,57.0,62.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
178,66,3,3,3,20.830703194041156,74.0,57.0,57.0,61.0,31.0,47.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
194,89,2,1,4,23.647571474120525,0.0,0.0,0.0,0.0,0.0,0.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
174,67,3,3,4,22.12973972783723,77.0,50.0,55.0,63.0,37.0,57.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
174,74,3,2,7,24.441802087462015,71.0,51.0,54.0,61.0,58.0,70.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
193,78,3,2,4,20.940159467368254,33.0,28.0,40.0,31.0,59.0,75.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
184,77,3,3,4,22.743383742911153,77.0,48.0,53.0,63.0,30.0,58.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
191,90,2,1,4,24.67037636029714,0.0,0.0,0.0,0.0,0.0,0.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
185,75,3,2,4,21.913805697589478,77.0,53.0,58.0,59.0,61.0,73.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
192,81,3,2,4,21.97265625,46.0,30.0,43.0,44.0,59.0,74.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
188,86,2,2,2,24.332277048438208,34.0,33.0,44.0,40.0,60.0,68.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
183,83,2,2,4,24.78425751739377,65.0,40.0,53.0,54.0,58.0,70.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
177,78,3,2,4,24.897060231734173,71.0,46.0,56.0,62.0,58.0,65.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
173,68,4,3,3,22.720438370810918,73.0,56.0,57.0,59.0,34.0,50.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
187,80,3,2,4,22.877405702193368,58.0,29.0,52.0,38.0,63.0,70.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
193,85,3,2,4,22.819404547773097,51.0,58.0,53.0,60.0,33.0,71.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
182,75,3,3,4,22.6421929718633,71.0,34.0,53.0,55.0,58.0,71.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
172,66,3,2,4,22.30935640886966,75.0,32.0,52.0,48.0,61.0,73.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
180,76,3,2,4,23.456790123456788,72.0,60.0,48.0,59.0,30.0,64.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
185,72,2,2,7,21.0372534696859,73.0,48.0,49.0,50.0,60.0,64.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
186,77,3,2,4,22.25690831309978,43.0,37.0,61.0,58.0,52.0,53.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
187,84,2,1,4,24.021275987303035,0.0,0.0,0.0,0.0,0.0,0.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
165,65,3,3,4,23.875114784205696,90.0,61.0,55.0,65.0,29.0,49.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
179,70,2,2,4,21.847008520333322,61.0,28.0,45.0,48.0,60.0,64.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
183,82,2,1,4,24.48565200513601,0.0,0.0,0.0,0.0,0.0,0.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
172,68,3,2,4,22.985397512168742,66.0,46.0,58.0,65.0,44.0,63.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
178,74,3,3,4,23.355636914530994,63.0,62.0,41.0,59.0,28.0,56.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
163,60,3,3,8,22.582709172343712,70.0,42.0,57.0,67.0,50.0,43.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
160,60,3,3,4,23.437499999999996,83.0,59.0,52.0,69.0,26.0,41.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
177,79,3,2,4,25.2162533116282,66.0,37.0,42.0,59.0,60.0,76.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
172,69,3,3,4,23.323418063818284,67.0,56.0,62.0,63.0,54.0,65.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
175,75,2,3,3,24.489795918367346,78.0,53.0,55.0,64.0,27.0,61.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
172,63,3,2,4,21.29529475392104,68.0,45.0,57.0,61.0,46.0,48.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
182,74,2,2,4,22.34029706557179,72.0,39.0,54.0,64.0,44.0,69.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
178,76,2,2,1,23.98687034465345,64.0,42.0,53.0,59.0,57.0,70.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
168,65,3,2,3,23.030045351473927,69.0,57.0,58.0,63.0,46.0,55.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
180,73,4,3,4,22.530864197530864,73.0,48.0,58.0,61.0,42.0,52.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
176,81,2,2,1,26.149276859504134,73.0,45.0,58.0,59.0,54.0,72.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
175,72,2,2,4,23.510204081632654,60.0,65.0,44.0,56.0,29.0,50.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
183,80,3,2,2,23.888440980620498,62.0,34.0,43.0,43.0,59.0,73.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
178,76,4,3,4,23.98687034465345,80.0,60.0,57.0,64.0,27.0,59.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
188,84,3,2,4,23.766410140334994,53.0,29.0,43.0,48.0,61.0,72.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
180,68,2,3,3,20.98765432098765,61.0,35.0,53.0,58.0,60.0,62.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
173,72,2,2,2,24.0569347455645,69.0,32.0,35.0,41.0,62.0,71.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
189,79,3,2,3,22.11584222166233,58.0,63.0,46.0,42.0,30.0,70.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
196,83,2,2,1,21.605581007913372,47.0,44.0,48.0,40.0,63.0,72.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
185,90,3,2,4,26.296566837107374,75.0,55.0,45.0,63.0,57.0,81.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
